profile,profile_files,chunk_ms,rtf_compute,rtf_end_to_end,chunk_compute_p50_ms,chunk_compute_p95_ms,first_partial_p50_ms,first_partial_p95_ms,finalization_p50_ms,finalization_p95_ms,chunks_over_budget_fraction
single-stream,30,560,0.0736433289896593,0.0768569798751181,40.58999940752983,45.492935180664055,1161.6335724294186,1725.0573842972517,301.43983125686646,596.2682700157166,0.0
